meal_id;type;dt;price
981;vietnamese;2013-07-02;13
982;french;2013-07-03;8
983;italian;2013-07-03;8
984;french;2013-07-03;11
985;french;2013-07-03;11
986;chinese;2013-07-03;8
987;italian;2013-07-03;13
988;french;2013-07-03;15
989;chinese;2013-07-03;12
990;italian;2013-07-03;8
991;italian;2013-07-04;14
992;italian;2013-07-04;12
993;japanese;2013-07-04;9
994;french;2013-07-04;7
995;italian;2013-07-05;8
996;mexican;2013-07-06;6
997;mexican;2013-07-06;13
998;chinese;2013-07-07;8
999;french;2013-07-07;14
1000;chinese;2013-07-07;8
1001;french;2013-07-07;16
1002;italian;2013-07-07;12
1003;japanese;2013-07-07;11
1004;french;2013-07-08;10
1005;italian;2013-07-09;8
1006;chinese;2013-07-09;11
1007;chinese;2013-07-09;11
1008;french;2013-07-09;7
1009;mexican;2013-07-09;12
1010;italian;2013-07-09;16
1011;italian;2013-07-09;8
1012;italian;2013-07-10;7
1013;italian;2013-07-10;14
1014;italian;2013-07-10;15
1015;french;2013-07-10;10
1016;japanese;2013-07-10;7
1017;japanese;2013-07-10;10
1018;italian;2013-07-10;13
1019;japanese;2013-07-11;11
1020;italian;2013-07-11;14
1021;italian;2013-07-11;14
1022;mexican;2013-07-11;13
1023;italian;2013-07-11;14
1024;japanese;2013-07-11;7
1025;french;2013-07-11;9
1026;mexican;2013-07-11;7
1027;french;2013-07-11;14
1028;french;2013-07-12;13
1029;french;2013-07-12;10
1030;italian;2013-07-12;9
1031;italian;2013-07-12;14
1032;mexican;2013-07-12;6
1033;chinese;2013-07-12;9
1034;french;2013-07-12;14
1035;french;2013-07-12;11
1036;italian;2013-07-12;11
1037;french;2013-07-13;11
1038;french;2013-07-13;16
1039;italian;2013-07-13;16
1040;vietnamese;2013-07-13;8
1041;italian;2013-07-13;16
1042;french;2013-07-13;11
1043;japanese;2013-07-13;11
1044;french;2013-07-13;14
1045;japanese;2013-07-14;6
1046;italian;2013-07-14;14
1047;japanese;2013-07-14;10
1048;mexican;2013-07-15;6
1049;italian;2013-07-15;10
1050;french;2013-07-16;12
1051;mexican;2013-07-16;7
1052;french;2013-07-16;11
1053;vietnamese;2013-07-16;11
1054;mexican;2013-07-16;7
1055;japanese;2013-07-16;7
1056;italian;2013-07-16;10
1057;italian;2013-07-17;10
1058;chinese;2013-07-17;12
1059;mexican;2013-07-17;7
1060;mexican;2013-07-17;10
1061;italian;2013-07-18;15
1062;chinese;2013-07-18;12
1063;french;2013-07-18;7
1064;italian;2013-07-18;16
1065;mexican;2013-07-18;11
1066;italian;2013-07-18;7
1067;french;2013-07-18;15
1068;vietnamese;2013-07-18;12
1069;chinese;2013-07-18;12
1070;french;2013-07-19;12
1071;italian;2013-07-19;11
1072;italian;2013-07-19;15
1073;mexican;2013-07-19;10
1074;italian;2013-07-19;7
1075;french;2013-07-19;16
1076;mexican;2013-07-19;12
1077;italian;2013-07-20;7
1078;italian;2013-07-20;14
1079;mexican;2013-07-20;7
1080;chinese;2013-07-20;10
1081;chinese;2013-07-20;10
1082;italian;2013-07-20;13
1083;italian;2013-07-20;8
1084;chinese;2013-07-20;8
1085;french;2013-07-20;10
1086;italian;2013-07-20;16
1087;vietnamese;2013-07-21;11
1088;french;2013-07-21;12
1089;mexican;2013-07-21;13
1090;french;2013-07-22;9
1091;french;2013-07-22;9
1092;french;2013-07-22;10
1093;italian;2013-07-22;13
1094;mexican;2013-07-22;12
1095;italian;2013-07-22;16
1096;french;2013-07-22;8
1097;french;2013-07-23;14
1098;french;2013-07-23;16
1099;chinese;2013-07-23;12
1100;french;2013-07-24;8
1101;french;2013-07-25;15
1102;italian;2013-07-25;16
1103;chinese;2013-07-25;8
1104;italian;2013-07-25;10
1105;chinese;2013-07-25;6
1106;italian;2013-07-25;11
1107;italian;2013-07-25;9
1108;chinese;2013-07-25;6
1109;italian;2013-07-25;10
1110;italian;2013-07-26;8
1111;chinese;2013-07-26;11
1112;italian;2013-07-27;13
1113;french;2013-07-28;7
1114;mexican;2013-07-28;8
1115;japanese;2013-07-28;6
1116;japanese;2013-07-28;9
1117;chinese;2013-07-29;7
1118;chinese;2013-07-29;8
1119;mexican;2013-07-29;10
1120;french;2013-07-29;9
1121;italian;2013-07-29;15
1122;chinese;2013-07-30;12
1123;italian;2013-07-30;12
1124;italian;2013-07-30;16
1125;italian;2013-07-31;16
1126;italian;2013-07-31;7
1127;italian;2013-07-31;16
1128;japanese;2013-07-31;12
1129;french;2013-07-31;9
1130;japanese;2013-07-31;6
1131;italian;2013-07-31;13
1132;french;2013-08-01;8
1133;italian;2013-08-01;15
1134;chinese;2013-08-02;8
1135;italian;2013-08-02;11
1136;chinese;2013-08-02;8
1137;mexican;2013-08-03;13
1138;italian;2013-08-03;8
1139;chinese;2013-08-03;7
1140;french;2013-08-03;12
1141;vietnamese;2013-08-03;9
1142;italian;2013-08-03;15
1143;mexican;2013-08-03;8
1144;vietnamese;2013-08-04;12
1145;french;2013-08-04;14
1146;japanese;2013-08-04;7
1147;italian;2013-08-04;16
1148;mexican;2013-08-04;9
1149;vietnamese;2013-08-05;10
1150;french;2013-08-05;13
1151;italian;2013-08-05;16
1152;italian;2013-08-05;14
1153;mexican;2013-08-05;10
1154;vietnamese;2013-08-05;7
1155;mexican;2013-08-05;11
1156;italian;2013-08-06;9
1157;french;2013-08-06;15
1158;french;2013-08-06;16
1159;french;2013-08-06;8
1160;vietnamese;2013-08-06;10
1161;italian;2013-08-07;11
1162;vietnamese;2013-08-07;6
1163;italian;2013-08-07;9
1164;french;2013-08-07;8
1165;italian;2013-08-07;14
1166;french;2013-08-07;13
1167;chinese;2013-08-07;11
1168;french;2013-08-07;8
1169;mexican;2013-08-07;11
1170;french;2013-08-08;15
1171;french;2013-08-09;12
1172;japanese;2013-08-09;12
1173;italian;2013-08-09;10
1174;italian;2013-08-09;15
1175;chinese;2013-08-09;12
1176;italian;2013-08-09;15
1177;french;2013-08-10;9
1178;italian;2013-08-10;9
1179;italian;2013-08-10;15
1180;french;2013-08-10;11
1181;chinese;2013-08-10;6
1182;chinese;2013-08-10;6
1183;italian;2013-08-10;14
1184;japanese;2013-08-10;12
1185;chinese;2013-08-10;10
1186;vietnamese;2013-08-10;7
1187;french;2013-08-11;12
1188;french;2013-08-11;12
1189;french;2013-08-11;14
1190;mexican;2013-08-11;13
1191;french;2013-08-11;8
1192;mexican;2013-08-11;12
1193;italian;2013-08-12;8
1194;chinese;2013-08-12;13
1195;chinese;2013-08-13;10
1196;french;2013-08-13;10
1197;vietnamese;2013-08-13;9
1198;italian;2013-08-13;15
1199;italian;2013-08-13;13
1200;italian;2013-08-13;13
1201;italian;2013-08-13;16
1202;french;2013-08-13;16
1203;vietnamese;2013-08-13;8
1204;italian;2013-08-14;7
1205;french;2013-08-14;13
1206;french;2013-08-14;16
1207;mexican;2013-08-14;8
1208;italian;2013-08-15;8
1209;vietnamese;2013-08-15;9
1210;italian;2013-08-15;9
1211;mexican;2013-08-15;11
1212;japanese;2013-08-16;9
1213;italian;2013-08-16;8
1214;italian;2013-08-16;11
1215;chinese;2013-08-16;7
1216;mexican;2013-08-16;8
1217;italian;2013-08-17;7
1218;chinese;2013-08-17;11
1219;italian;2013-08-17;16
1220;chinese;2013-08-17;7
1221;french;2013-08-17;10
1222;french;2013-08-17;13
1223;french;2013-08-17;16
1224;italian;2013-08-17;9
1225;french;2013-08-18;13
1226;italian;2013-08-18;15
1227;italian;2013-08-18;12
1228;chinese;2013-08-18;6
1229;mexican;2013-08-18;12
1230;chinese;2013-08-18;7
1231;italian;2013-08-18;12
1232;italian;2013-08-19;12
1233;italian;2013-08-19;11
1234;japanese;2013-08-19;13
1235;japanese;2013-08-19;13
1236;italian;2013-08-19;7
1237;japanese;2013-08-19;11
1238;vietnamese;2013-08-19;7
1239;italian;2013-08-19;7
1240;mexican;2013-08-19;6
1241;italian;2013-08-20;11
1242;italian;2013-08-21;15
1243;italian;2013-08-21;12
1244;japanese;2013-08-21;6
1245;french;2013-08-21;14
1246;italian;2013-08-21;13
1247;mexican;2013-08-21;8
1248;italian;2013-08-21;7
1249;french;2013-08-21;11
1250;italian;2013-08-22;16
1251;italian;2013-08-22;11
1252;french;2013-08-23;13
1253;japanese;2013-08-23;13
1254;mexican;2013-08-23;9
1255;vietnamese;2013-08-23;9
1256;mexican;2013-08-24;6
1257;italian;2013-08-24;8
1258;italian;2013-08-25;12
1259;french;2013-08-25;14
1260;italian;2013-08-25;10
1261;italian;2013-08-25;8
1262;french;2013-08-26;8
1263;italian;2013-08-26;7
1264;italian;2013-08-26;7
1265;italian;2013-08-26;12
1266;french;2013-08-26;16
1267;italian;2013-08-26;12
1268;chinese;2013-08-26;10
1269;italian;2013-08-27;9
1270;french;2013-08-27;14
1271;chinese;2013-08-28;10
1272;japanese;2013-08-29;12
1273;japanese;2013-08-29;6
1274;mexican;2013-08-29;10
1275;italian;2013-08-29;8
1276;italian;2013-08-29;9
1277;italian;2013-08-29;13
1278;italian;2013-08-29;14
1279;italian;2013-08-29;15
1280;french;2013-08-29;16
1281;mexican;2013-08-29;9
1282;mexican;2013-08-30;11
1283;chinese;2013-08-30;9
1284;italian;2013-08-30;15
1285;italian;2013-08-30;7
1286;chinese;2013-08-30;6
1287;italian;2013-08-31;13
1288;french;2013-08-31;11
1289;italian;2013-08-31;15
1290;italian;2013-09-01;14
1291;japanese;2013-09-01;7
1292;chinese;2013-09-01;8
1293;mexican;2013-09-01;12
1294;french;2013-09-01;7
1295;italian;2013-09-01;7
1296;italian;2013-09-01;11
1297;italian;2013-09-01;14
1298;french;2013-09-01;11
1299;french;2013-09-01;12
1300;french;2013-09-02;15
1301;japanese;2013-09-02;9
1302;japanese;2013-09-02;9
1303;french;2013-09-02;16
1304;italian;2013-09-02;8
1305;chinese;2013-09-03;12
1306;vietnamese;2013-09-03;9
1307;chinese;2013-09-03;13
1308;french;2013-09-03;10
1309;italian;2013-09-03;7
1310;italian;2013-09-03;10
1311;vietnamese;2013-09-03;8
1312;italian;2013-09-03;11
1313;french;2013-09-04;11
1314;mexican;2013-09-04;13
1315;italian;2013-09-04;13
1316;mexican;2013-09-04;12
1317;french;2013-09-04;10
1318;french;2013-09-04;9
1319;italian;2013-09-04;13
1320;chinese;2013-09-04;6
1321;italian;2013-09-04;8
1322;mexican;2013-09-04;13
1323;japanese;2013-09-05;6
1324;japanese;2013-09-05;10
1325;italian;2013-09-05;9
1326;japanese;2013-09-05;11
1327;chinese;2013-09-05;11
1328;mexican;2013-09-05;8
1329;french;2013-09-05;10
1330;italian;2013-09-05;14
1331;mexican;2013-09-06;6
1332;italian;2013-09-06;16
1333;vietnamese;2013-09-06;7
1334;french;2013-09-06;9
1335;french;2013-09-06;15
1336;mexican;2013-09-06;13
1337;italian;2013-09-06;15
1338;french;2013-09-07;16
1339;italian;2013-09-07;8
1340;chinese;2013-09-07;6
1341;chinese;2013-09-07;10
1342;italian;2013-09-07;8
1343;french;2013-09-08;15
1344;italian;2013-09-08;12
1345;french;2013-09-08;10
1346;italian;2013-09-08;11
1347;italian;2013-09-08;14
1348;mexican;2013-09-08;13
1349;italian;2013-09-08;9
1350;italian;2013-09-08;14
1351;chinese;2013-09-08;9
1352;italian;2013-09-08;10
1353;italian;2013-09-09;12
1354;italian;2013-09-09;10
1355;chinese;2013-09-09;11
1356;french;2013-09-09;8
1357;mexican;2013-09-09;10
1358;italian;2013-09-09;8
1359;italian;2013-09-10;7
1360;italian;2013-09-10;15
1361;french;2013-09-10;9
1362;italian;2013-09-10;10
1363;chinese;2013-09-10;11
1364;italian;2013-09-10;16
1365;japanese;2013-09-11;12
1366;italian;2013-09-12;9
1367;italian;2013-09-12;12
1368;italian;2013-09-12;11
1369;italian;2013-09-12;16
1370;japanese;2013-09-12;8
1371;vietnamese;2013-09-12;8
1372;italian;2013-09-12;9
1373;japanese;2013-09-13;8
1374;mexican;2013-09-13;11
1375;italian;2013-09-13;7
1376;italian;2013-09-13;9
1377;italian;2013-09-14;13
1378;french;2013-09-14;16
1379;mexican;2013-09-14;6
1380;mexican;2013-09-14;10
1381;chinese;2013-09-14;6
1382;italian;2013-09-15;7
1383;french;2013-09-15;10
1384;mexican;2013-09-15;12
1385;italian;2013-09-15;16
1386;chinese;2013-09-16;13
1387;mexican;2013-09-16;13
1388;japanese;2013-09-16;10
1389;italian;2013-09-17;14
1390;italian;2013-09-17;8
1391;japanese;2013-09-17;13
1392;french;2013-09-17;15
1393;chinese;2013-09-17;10
1394;japanese;2013-09-17;13
1395;italian;2013-09-18;7
1396;mexican;2013-09-18;8
1397;mexican;2013-09-18;6
1398;french;2013-09-18;7
1399;italian;2013-09-18;15
1400;french;2013-09-18;15
1401;italian;2013-09-18;13
1402;chinese;2013-09-18;10
1403;mexican;2013-09-18;10
1404;french;2013-09-18;11
1405;italian;2013-09-19;10
1406;mexican;2013-09-19;7
1407;italian;2013-09-19;7
1408;italian;2013-09-19;7
1409;mexican;2013-09-19;11
1410;mexican;2013-09-19;9
1411;japanese;2013-09-19;12
1412;mexican;2013-09-19;6
1413;japanese;2013-09-19;13
1414;italian;2013-09-19;11
1415;italian;2013-09-20;11
1416;french;2013-09-20;10
1417;mexican;2013-09-20;13
1418;italian;2013-09-20;8
1419;mexican;2013-09-20;11
1420;italian;2013-09-20;14
1421;italian;2013-09-21;14
1422;french;2013-09-21;14
1423;italian;2013-09-21;8
1424;mexican;2013-09-21;7
1425;vietnamese;2013-09-21;13
1426;french;2013-09-21;10
1427;french;2013-09-21;13
1428;chinese;2013-09-22;9
1429;mexican;2013-09-22;7
1430;french;2013-09-22;11
1431;french;2013-09-23;16
1432;italian;2013-09-23;11
1433;chinese;2013-09-23;7
1434;french;2013-09-23;16
1435;japanese;2013-09-23;12
1436;italian;2013-09-23;8
1437;french;2013-09-23;8
1438;french;2013-09-23;11
1439;italian;2013-09-23;10
1440;italian;2013-09-23;9
1441;mexican;2013-09-24;7
1442;japanese;2013-09-24;13
1443;italian;2013-09-24;13
1444;italian;2013-09-24;15
1445;chinese;2013-09-24;13
1446;japanese;2013-09-24;7
1447;italian;2013-09-24;7
1448;french;2013-09-24;16
1449;mexican;2013-09-24;7
1450;french;2013-09-24;10
1451;chinese;2013-09-25;8
1452;french;2013-09-26;7
1453;french;2013-09-26;8
1454;french;2013-09-27;12
1455;japanese;2013-09-27;8
1456;french;2013-09-27;13
1457;italian;2013-09-27;9
1458;italian;2013-09-27;12
1459;japanese;2013-09-28;7
1460;italian;2013-09-28;7
1461;japanese;2013-09-28;9
1462;french;2013-09-28;14
1463;vietnamese;2013-09-28;8
1464;japanese;2013-09-29;11
1465;french;2013-09-29;11
1466;chinese;2013-09-30;10
1467;italian;2013-09-30;15
1468;italian;2013-10-01;7
1469;vietnamese;2013-10-01;9
1470;mexican;2013-10-01;8
1471;chinese;2013-10-01;13
1472;french;2013-10-01;10
1473;italian;2013-10-01;8
1474;mexican;2013-10-01;11
1475;french;2013-10-01;10
1476;french;2013-10-01;10
1477;french;2013-10-01;8
1478;italian;2013-10-02;16
1479;french;2013-10-02;9
1480;french;2013-10-02;12
1481;japanese;2013-10-03;7
1482;french;2013-10-03;15
1483;italian;2013-10-03;8
1484;mexican;2013-10-03;9
1485;chinese;2013-10-04;7
1486;french;2013-10-04;7
1487;french;2013-10-04;7
1488;chinese;2013-10-05;13
1489;japanese;2013-10-06;10
1490;italian;2013-10-07;14
1491;italian;2013-10-07;16
1492;mexican;2013-10-07;8
1493;italian;2013-10-07;8
1494;italian;2013-10-07;13
1495;italian;2013-10-07;13
1496;japanese;2013-10-07;6
1497;french;2013-10-08;8
1498;chinese;2013-10-08;9
1499;french;2013-10-08;15
1500;italian;2013-10-08;14
1501;italian;2013-10-08;10
1502;french;2013-10-08;12
1503;italian;2013-10-09;16
1504;french;2013-10-09;10
1505;italian;2013-10-09;7
1506;french;2013-10-09;9
1507;french;2013-10-09;14
1508;mexican;2013-10-10;12
1509;french;2013-10-10;8
1510;japanese;2013-10-11;10
1511;mexican;2013-10-11;6
1512;chinese;2013-10-11;9
1513;italian;2013-10-11;8
1514;french;2013-10-11;7
1515;italian;2013-10-11;15
1516;chinese;2013-10-11;8
1517;french;2013-10-11;14
1518;french;2013-10-11;16
1519;italian;2013-10-11;9
1520;japanese;2013-10-12;9
1521;italian;2013-10-12;12
1522;french;2013-10-12;7
1523;japanese;2013-10-12;6
1524;italian;2013-10-12;14
1525;chinese;2013-10-12;9
1526;italian;2013-10-12;12
1527;italian;2013-10-12;8
1528;japanese;2013-10-13;11
1529;japanese;2013-10-14;9
1530;french;2013-10-14;11
1531;french;2013-10-14;14
1532;italian;2013-10-14;13
1533;chinese;2013-10-14;11
1534;french;2013-10-14;10
1535;chinese;2013-10-14;8
1536;italian;2013-10-15;9
1537;italian;2013-10-15;16
1538;japanese;2013-10-15;11
1539;vietnamese;2013-10-15;10
1540;french;2013-10-15;9
1541;mexican;2013-10-15;10
1542;vietnamese;2013-10-15;9
1543;chinese;2013-10-16;11
1544;italian;2013-10-16;16
1545;japanese;2013-10-16;6
1546;french;2013-10-16;14
1547;mexican;2013-10-16;8
1548;mexican;2013-10-16;9
1549;italian;2013-10-16;9
1550;italian;2013-10-16;15
1551;italian;2013-10-16;12
1552;italian;2013-10-16;12
1553;french;2013-10-17;15
1554;italian;2013-10-17;9
1555;french;2013-10-17;9
1556;italian;2013-10-17;9
1557;chinese;2013-10-18;9
1558;vietnamese;2013-10-18;9
1559;japanese;2013-10-18;12
1560;chinese;2013-10-18;13
1561;french;2013-10-18;9
1562;italian;2013-10-18;12
1563;french;2013-10-18;15
1564;italian;2013-10-18;10
1565;mexican;2013-10-19;7
1566;italian;2013-10-19;9
1567;chinese;2013-10-19;8
1568;japanese;2013-10-19;8
1569;mexican;2013-10-19;10
1570;italian;2013-10-19;8
1571;italian;2013-10-19;12
1572;japanese;2013-10-19;8
1573;italian;2013-10-20;9
1574;french;2013-10-20;14
1575;italian;2013-10-20;9
1576;chinese;2013-10-20;12
1577;french;2013-10-21;16
1578;italian;2013-10-21;12
1579;japanese;2013-10-21;10
1580;japanese;2013-10-21;12
1581;french;2013-10-21;16
1582;japanese;2013-10-21;10
1583;italian;2013-10-21;10
1584;french;2013-10-21;16
1585;french;2013-10-22;16
1586;italian;2013-10-22;13
1587;japanese;2013-10-23;6
1588;french;2013-10-23;16
1589;french;2013-10-23;7
1590;mexican;2013-10-23;8
1591;french;2013-10-24;12
1592;french;2013-10-24;11
1593;japanese;2013-10-24;9
1594;italian;2013-10-25;13
1595;chinese;2013-10-25;13
1596;italian;2013-10-25;13
1597;italian;2013-10-25;10
1598;italian;2013-10-26;11
1599;italian;2013-10-26;12
1600;japanese;2013-10-26;9
1601;italian;2013-10-26;11
1602;italian;2013-10-26;9
1603;italian;2013-10-27;11
1604;french;2013-10-27;15
1605;mexican;2013-10-27;9
1606;french;2013-10-27;11
1607;french;2013-10-27;7
1608;japanese;2013-10-27;9
1609;french;2013-10-28;7
1610;italian;2013-10-28;11
1611;italian;2013-10-28;8
1612;french;2013-10-28;11
1613;vietnamese;2013-10-28;6
1614;mexican;2013-10-28;8
1615;mexican;2013-10-28;6
1616;french;2013-10-29;11
1617;french;2013-10-29;13
1618;chinese;2013-10-29;6
1619;italian;2013-10-29;10
1620;italian;2013-10-29;7
1621;italian;2013-10-29;7
1622;japanese;2013-10-29;9
1623;mexican;2013-10-30;12
1624;mexican;2013-10-30;10
1625;italian;2013-10-30;8
1626;italian;2013-10-30;10
1627;french;2013-10-30;11
1628;french;2013-10-30;13
1629;french;2013-10-30;16
1630;french;2013-10-30;12
1631;mexican;2013-10-30;9
1632;mexican;2013-10-31;6
1633;french;2013-10-31;7
1634;italian;2013-10-31;16
1635;japanese;2013-10-31;6
1636;french;2013-10-31;12
1637;japanese;2013-10-31;11
1638;chinese;2013-10-31;10
1639;mexican;2013-10-31;6
1640;italian;2013-10-31;11
1641;vietnamese;2013-10-31;12
1642;italian;2013-11-01;10
1643;french;2013-11-01;9
1644;french;2013-11-01;12
1645;japanese;2013-11-01;7
1646;french;2013-11-01;15
1647;mexican;2013-11-01;9
1648;chinese;2013-11-01;6
1649;french;2013-11-01;12
1650;chinese;2013-11-01;10
1651;chinese;2013-11-01;8
1652;italian;2013-11-02;13
1653;japanese;2013-11-02;12
1654;french;2013-11-02;10
1655;french;2013-11-02;7
1656;french;2013-11-02;14
1657;italian;2013-11-02;8
1658;japanese;2013-11-02;11
1659;french;2013-11-02;9
1660;chinese;2013-11-02;13
1661;french;2013-11-03;9
1662;french;2013-11-03;12
1663;mexican;2013-11-03;13
1664;french;2013-11-03;15
1665;italian;2013-11-03;15
1666;italian;2013-11-03;11
1667;chinese;2013-11-03;6
1668;vietnamese;2013-11-04;8
1669;italian;2013-11-04;16
1670;japanese;2013-11-05;9
1671;italian;2013-11-05;14
1672;italian;2013-11-05;7
1673;mexican;2013-11-05;7
1674;mexican;2013-11-05;11
1675;italian;2013-11-05;12
1676;vietnamese;2013-11-05;13
1677;italian;2013-11-05;12
1678;french;2013-11-05;9
1679;french;2013-11-05;8
1680;french;2013-11-06;13
1681;italian;2013-11-06;9
1682;french;2013-11-06;9
1683;italian;2013-11-06;11
1684;mexican;2013-11-06;9
1685;italian;2013-11-06;11
1686;mexican;2013-11-06;7
1687;italian;2013-11-07;11
1688;italian;2013-11-07;15
1689;italian;2013-11-07;16
1690;french;2013-11-08;16
1691;french;2013-11-08;14
1692;japanese;2013-11-08;9
1693;italian;2013-11-08;10
1694;italian;2013-11-08;7
1695;chinese;2013-11-09;11
1696;french;2013-11-09;12
1697;mexican;2013-11-10;13
1698;italian;2013-11-10;12
1699;french;2013-11-10;7
1700;italian;2013-11-10;15
1701;mexican;2013-11-10;7
1702;japanese;2013-11-10;6
1703;italian;2013-11-10;9
1704;mexican;2013-11-11;9
1705;vietnamese;2013-11-11;13
1706;japanese;2013-11-11;6
1707;mexican;2013-11-12;10
1708;italian;2013-11-12;10
1709;italian;2013-11-12;11
1710;french;2013-11-12;15
1711;french;2013-11-12;11
1712;japanese;2013-11-12;8
1713;italian;2013-11-13;16
1714;italian;2013-11-13;16
1715;italian;2013-11-13;14
1716;vietnamese;2013-11-13;9
1717;mexican;2013-11-13;13
1718;mexican;2013-11-13;10
1719;french;2013-11-13;8
1720;mexican;2013-11-13;8
1721;mexican;2013-11-14;8
1722;italian;2013-11-14;15
1723;mexican;2013-11-14;13
1724;italian;2013-11-14;11
1725;italian;2013-11-14;12
1726;japanese;2013-11-14;13
1727;italian;2013-11-14;9
1728;italian;2013-11-14;15
1729;italian;2013-11-14;9
1730;french;2013-11-15;12
1731;french;2013-11-15;8
1732;chinese;2013-11-15;12
1733;japanese;2013-11-16;6
1734;french;2013-11-16;8
1735;italian;2013-11-16;13
1736;french;2013-11-16;12
1737;french;2013-11-16;9
1738;french;2013-11-16;14
1739;vietnamese;2013-11-16;12
1740;vietnamese;2013-11-17;12
1741;italian;2013-11-17;11
1742;japanese;2013-11-17;11
1743;chinese;2013-11-17;7
1744;japanese;2013-11-17;10
1745;italian;2013-11-17;11
1746;chinese;2013-11-18;12
1747;chinese;2013-11-18;6
1748;italian;2013-11-18;9
1749;chinese;2013-11-18;13
1750;italian;2013-11-18;12
1751;french;2013-11-18;15
1752;vietnamese;2013-11-18;10
1753;mexican;2013-11-19;10
1754;vietnamese;2013-11-19;12
1755;chinese;2013-11-19;8
1756;italian;2013-11-19;13
1757;italian;2013-11-20;9
1758;french;2013-11-20;13
1759;french;2013-11-20;13
1760;japanese;2013-11-20;7
1761;italian;2013-11-20;14
1762;french;2013-11-21;8
1763;mexican;2013-11-21;11
1764;mexican;2013-11-21;11
1765;french;2013-11-21;14
1766;french;2013-11-21;11
1767;french;2013-11-22;7
1768;french;2013-11-22;7
1769;mexican;2013-11-22;12
1770;french;2013-11-22;16
1771;french;2013-11-22;11
1772;french;2013-11-22;14
1773;italian;2013-11-22;11
1774;italian;2013-11-22;11
1775;italian;2013-11-22;11
1776;mexican;2013-11-22;13
1777;italian;2013-11-23;8
1778;french;2013-11-23;15
1779;italian;2013-11-23;12
1780;italian;2013-11-23;7
1781;italian;2013-11-23;14
1782;french;2013-11-24;9
1783;mexican;2013-11-24;13
1784;french;2013-11-24;12
1785;mexican;2013-11-24;12
1786;mexican;2013-11-25;10
1787;japanese;2013-11-25;11
1788;french;2013-11-25;10
1789;french;2013-11-25;8
1790;mexican;2013-11-26;10
1791;french;2013-11-26;11
1792;french;2013-11-27;8
1793;chinese;2013-11-27;10
1794;french;2013-11-27;8
1795;italian;2013-11-27;7
1796;french;2013-11-27;9
1797;mexican;2013-11-27;12
1798;mexican;2013-11-27;10
1799;french;2013-11-27;7
1800;mexican;2013-11-27;8
1801;italian;2013-11-28;13
1802;french;2013-11-28;16
1803;japanese;2013-11-28;9
1804;vietnamese;2013-11-28;8
1805;italian;2013-11-29;11
1806;italian;2013-11-29;8
1807;french;2013-11-29;8
1808;japanese;2013-11-29;8
1809;french;2013-11-29;8
1810;vietnamese;2013-11-29;10
1811;vietnamese;2013-11-29;8
1812;italian;2013-11-30;10
1813;chinese;2013-11-30;11
1814;japanese;2013-11-30;8
1815;french;2013-11-30;8
1816;italian;2013-11-30;15
1817;chinese;2013-11-30;11
1818;french;2013-11-30;11
1819;italian;2013-11-30;8
1820;chinese;2013-12-01;13
1821;french;2013-12-02;14
1822;italian;2013-12-02;16
1823;french;2013-12-02;15
1824;mexican;2013-12-02;9
1825;italian;2013-12-02;9
1826;italian;2013-12-02;13
1827;chinese;2013-12-02;8
1828;mexican;2013-12-03;11
1829;italian;2013-12-03;11
1830;italian;2013-12-03;7
1831;chinese;2013-12-03;7
1832;italian;2013-12-03;15
1833;japanese;2013-12-03;10
1834;italian;2013-12-03;16
1835;italian;2013-12-03;11
1836;italian;2013-12-04;12
1837;italian;2013-12-04;13
1838;italian;2013-12-04;13
1839;mexican;2013-12-04;11
1840;italian;2013-12-04;9
1841;italian;2013-12-04;14
1842;french;2013-12-04;7
1843;vietnamese;2013-12-04;6
1844;chinese;2013-12-04;9
1845;french;2013-12-05;14
1846;mexican;2013-12-05;6
1847;italian;2013-12-05;12
1848;italian;2013-12-05;9
1849;italian;2013-12-05;15
1850;italian;2013-12-05;8
1851;french;2013-12-06;16
1852;italian;2013-12-06;7
1853;mexican;2013-12-06;8
1854;italian;2013-12-07;14
1855;italian;2013-12-07;15
1856;italian;2013-12-07;16
1857;mexican;2013-12-07;8
1858;french;2013-12-07;8
1859;italian;2013-12-08;15
1860;chinese;2013-12-08;7
1861;chinese;2013-12-09;10
1862;japanese;2013-12-09;8
1863;french;2013-12-09;13
1864;mexican;2013-12-09;7
1865;italian;2013-12-09;10
1866;chinese;2013-12-09;8
1867;vietnamese;2013-12-10;6
1868;french;2013-12-10;7
1869;italian;2013-12-10;7
1870;vietnamese;2013-12-10;7
1871;chinese;2013-12-10;11
1872;italian;2013-12-10;9
1873;japanese;2013-12-10;8
1874;italian;2013-12-10;15
1875;mexican;2013-12-10;8
1876;french;2013-12-11;11
1877;italian;2013-12-11;12
1878;japanese;2013-12-11;9
1879;italian;2013-12-11;11
1880;french;2013-12-11;14
1881;italian;2013-12-11;12
1882;italian;2013-12-11;15
1883;mexican;2013-12-11;13
1884;japanese;2013-12-11;7
1885;japanese;2013-12-11;11
1886;italian;2013-12-12;14
1887;italian;2013-12-12;13
1888;french;2013-12-12;7
1889;italian;2013-12-12;7
1890;vietnamese;2013-12-12;9
1891;japanese;2013-12-12;10
1892;italian;2013-12-12;8
1893;mexican;2013-12-12;8
1894;japanese;2013-12-12;8
1895;french;2013-12-13;14
1896;chinese;2013-12-13;9
1897;french;2013-12-13;10
1898;mexican;2013-12-13;7
1899;japanese;2013-12-13;9
